Category,PurchaseAmount
Food,5729
Electronics,11635
Food,5152
Electronics,10099
Electronics,12418
Electronics,9388
Beauty,12219
Electronics,12179
Clothing,4544
Books,11891
Food,14390
Electronics,7221
Electronics,18245
Electronics,8594
Books,6829
Electronics,11870
Beauty,17536
Clothing,8035
Electronics,13566
Electronics,5230
Books,12949
Beauty,6170
Clothing,16580
Electronics,15497
Electronics,9385
Food,12765
Home,11475
Food,16052
Food,13792
Clothing,8207
Beauty,13039
Clothing,14169
Health,7726
Electronics,8214
Clothing,15856
Books,10159
Food,17994
Clothing,13313
Food,6397
Home,4840
Books,10869
Electronics,7565
Clothing,10924
Electronics,2024
Food,7972
Health,5202
Electronics,13482
Electronics,13755
Food,3378
Food,16644
Health,2780
Clothing,7501
Electronics,5083
Electronics,13726
Clothing,7639
Beauty,9770
Clothing,5267
Electronics,9383
Food,18085
Health,14156
Electronics,4679
Food,7916
Health,9639
Books,9312
Clothing,4270
Food,11405
Food,6641
Health,15361
Electronics,4777
Clothing,11639
Clothing,2955
Health,13803
Food,4174
Food,5175
Electronics,13057
Electronics,16378
Home,7131
Home,6933
Food,16347
Electronics,6319
Health,1443
Electronics,7717
Beauty,17366
Food,4652
Books,7495
Beauty,2233
Clothing,4655
Electronics,5893
Home,11155
Beauty,8795
Books,12194
Beauty,14022
Beauty,7094
Health,8701
Food,16968
Clothing,10283
Clothing,11996
Electronics,7266
Books,4428
Electronics,11591
Electronics,10202
Clothing,11751
Clothing,13554
Electronics,9875
Electronics,2014
Food,11237
Health,19554
Electronics,6235
Food,14270
Food,2436
Electronics,2788
Books,5180
Beauty,12250
Electronics,13887
Food,11203
Home,15493
Clothing,8274
Food,5252
Electronics,4816
Electronics,13807
Electronics,16274
Electronics,3767
Books,8537
Beauty,9241
Electronics,6341
Electronics,3844
Food,6350
Health,3416
Clothing,10621
Clothing,20592
Health,13293
Food,17843
Clothing,4165
Clothing,10630
Health,11985
Electronics,7755
Books,6684
Clothing,2220
Electronics,1789
Books,8241
Clothing,3329
Books,13758
Clothing,6384
Clothing,9858
Home,4306
Home,3798
Food,11220
Food,14245
Clothing,8031
Clothing,2401
Electronics,14006
Health,11937
Home,8299
Food,5117
Books,2514
Food,9063
Electronics,14473
Food,10162
Health,10476
Electronics,13352
Clothing,4838
Books,23657
Food,4845
Food,4641
Health,6199
Clothing,6704
Clothing,16848
Electronics,5485
Food,8543
Clothing,9764
Books,15396
Electronics,14041
Books,10313
Clothing,17000
Books,16012
Books,14064
Food,7405
Electronics,2535
Books,10902
Clothing,7903
Electronics,14406
Food,8919
Electronics,12639
Food,5871
Books,19491
Books,2043
Food,10175
Health,5286
Health,2964
Food,9414
Electronics,6257
Clothing,8347
Electronics,4374
Food,4655
Beauty,2383
Food,12281
Books,14230
Books,13383
Electronics,4831
Health,2201
Electronics,5936
Home,12738
Books,3078
Electronics,7007
Food,12851
Food,16111
Books,5371
Clothing,13531
Clothing,10267
Clothing,7207
Electronics,10886
Electronics,1561
Books,16355
Health,11736
Books,2909
Food,4779
Electronics,5270
Clothing,3936
Clothing,6712
Food,6679
Clothing,9137
Books,14579
Clothing,6786
Food,7749
Books,7356
Food,10231
Clothing,14999
Electronics,14632
Clothing,11306
Food,8443
Food,13816
Food,16695
Food,8780
Books,15824
Food,2729
Books,11110
Books,14047
Health,13636
Food,3557
Clothing,9471
Clothing,6066
Books,4721
Health,11726
Clothing,7565
Beauty,1809
Clothing,9305
Clothing,15708
Health,5646
Health,2722
Electronics,16444
Books,12316
Electronics,8569
Health,15702
Electronics,14210
Books,7686
Electronics,11347
Clothing,11815
Books,6002
Clothing,8060
Food,3024
Books,15255
Food,8148
Books,12089
Beauty,11288
Electronics,2898
Clothing,10359
Clothing,20951
Beauty,15583
Books,15161
Food,2914
Books,13558
Books,6874
Electronics,5690
Clothing,13185
Clothing,8982
Home,2767
Electronics,8723
Electronics,1602
Food,10087
Electronics,2963
Electronics,5201
Clothing,9791
Electronics,6836
Electronics,19428
Food,2443
Beauty,17485
Electronics,18175
Health,11150
Beauty,11225
Electronics,3555
Clothing,7915
Beauty,14961
Clothing,7191
Books,9271
Food,8212
Books,16723
Electronics,11925
Books,5875
Books,5962
Electronics,5791
Electronics,16511
Books,16738
Food,2939
Clothing,6176
Electronics,9010
Beauty,2822
Electronics,3584
Health,11568
Food,10162
Clothing,4031
Beauty,6464
Clothing,6685
Health,11112
Beauty,9907
Health,2772
Electronics,8468
Home,6190
Food,7005
Electronics,7424
Food,6870
Health,16550
Electronics,15516
Clothing,16409
Books,17902
Clothing,6610
Health,5978
Clothing,12027
Home,9876
Electronics,11178
Clothing,13211
Clothing,12317
Beauty,21757
Books,6842
Food,15834
Electronics,10982
Books,19233
Health,14984
Clothing,4936
Health,4469
Electronics,5144
Electronics,11092
Health,4454
Clothing,10489
Food,12965
Health,9573
Electronics,17039
Health,13962
Food,4508
Electronics,12789
Clothing,8484
Food,10710
Health,7577
Electronics,3405
Beauty,5746
Clothing,1748
Food,4442
Health,4726
Beauty,13795
Electronics,2582
Beauty,3835
Home,16511
Health,2687
Books,2887
Clothing,14054
Food,13516
Food,8831
Clothing,12873
Clothing,13562
Clothing,7373
Books,7242
Food,7922
Books,9854
Books,5965
Health,9905
Home,2011
Electronics,8149
Health,17762
Food,9112
Electronics,9378
Electronics,10308
Electronics,13815
Food,14892
Home,7558
Electronics,15987
Electronics,4683
Books,3377
Clothing,6736
Health,3886
Electronics,3731
Clothing,3081
Clothing,12788
Books,12195
Health,12985
Books,14221
Books,10998
Electronics,10631
Clothing,5940
Food,10935
Health,12037
Electronics,14585
Food,2800
Home,4103
Electronics,2196
Electronics,8041
Clothing,17963
Health,2799
Books,2073
Electronics,7398
Electronics,15084
Home,4552
Electronics,9130
Books,12913
Books,5856
Clothing,2043
Electronics,2659
Food,2907
Electronics,7118
Electronics,10918
Food,12981
Clothing,2089
Electronics,7499
Books,10944
Clothing,10446
Books,4796
Clothing,2785
Electronics,16475
Health,3076
Food,8579
Clothing,5714
Food,5215
Clothing,7009
Health,13700
Electronics,11337
Food,2313
Home,2834
Clothing,6496
Beauty,11083
Health,14426
Electronics,13645
Books,10726
Electronics,11399
Food,10189
Clothing,13738
Health,2038
Food,3582
Books,13904
Electronics,9820
Home,7211
Home,14826
Books,18574
Clothing,11187
Electronics,7587
Electronics,4736
Electronics,16620
Electronics,10360
Home,16483
Clothing,14329
Beauty,15929
Food,12098
Food,8159
Electronics,12753
Food,3288
Health,16848
Electronics,15203
Electronics,16623
Health,14437
Health,5781
Home,19844
Food,3195
Health,18267
Electronics,14328
Electronics,12351
Clothing,2239
Clothing,8623
Health,5695
Home,8040
Clothing,12055
Food,11209
Electronics,13170
Health,6297
Electronics,14542
Electronics,8475
Electronics,9933
Electronics,7685
Clothing,3932
Electronics,14135
Clothing,9482
Electronics,11764
Books,16970
Health,7431
Clothing,10114
Clothing,9018
Books,5850
Health,2820
Clothing,13254
Electronics,12256
Clothing,9083
Electronics,13422
Home,4043
Electronics,7686
Clothing,14860
Food,14339
Electronics,15135
Electronics,10621
Books,1658
Food,13540
Clothing,8809
Home,11022
Food,10791
Clothing,14056
Clothing,13035
Health,12439
Clothing,10135
Home,16232
Beauty,10236
Clothing,2494
Clothing,13900
Electronics,6373
Books,11946
Clothing,13425
Food,9501
Health,10950
Electronics,4031
Clothing,2402
Clothing,11894
Food,7883
Electronics,15564
Electronics,3799
Clothing,9841
Electronics,4413
Electronics,5918
Electronics,7671
Beauty,7531
Health,14770
Clothing,9839
Health,9368
Food,9326
Food,2640
Food,2910
Home,7214
Books,16350
Books,11463
Electronics,9037
Beauty,12692
Books,3879
Food,15872
Clothing,12417
Food,2003
Beauty,13376
Electronics,3252
Electronics,6775
Food,7027
Health,7506
Books,18133
Books,2387
Beauty,2283
Health,5207
Home,3385
Clothing,12823
Electronics,12440
Electronics,17391
Clothing,11361
Electronics,11198
Electronics,15976
Health,10663
Electronics,9612
Electronics,11592
Books,13430
Electronics,14668
Health,7724
Food,14215
Books,6376
Clothing,10587
Health,8849
Clothing,10994
Clothing,5661
Electronics,6606
Electronics,11179
Beauty,6819
Clothing,10980
Electronics,9203
Electronics,8729
Clothing,5738
Beauty,18271
Clothing,17742
Beauty,11672
Electronics,8397
Electronics,13262
Clothing,8921
Food,14202
Books,3562
Home,6616
Electronics,10588
Beauty,14513
Clothing,9248
Electronics,20319
Home,10793
Electronics,3215
Clothing,8664
Food,7205
Clothing,8479
Food,11826
Health,3390
Electronics,17488
Clothing,6552
Food,15970
Beauty,13489
Food,16039
Books,10649
Health,6367
Books,17619
Home,5005
Clothing,6588
Electronics,13338
Food,16729
Books,13398
Food,6404
Clothing,5823
Electronics,3027
Health,14743
Electronics,16644
Health,2916
Books,8179
Books,7685
Health,1913
Clothing,18126
Electronics,17759
Food,8081
Home,15769
Electronics,17198
Electronics,4406
Electronics,3445
Clothing,10714
Electronics,7670
Electronics,6226
Food,2699
Beauty,4500
Health,11067
Books,3962
Health,7532
Books,19793
Books,1986
Books,4977
Electronics,5990
Electronics,9586
Home,9201
Electronics,8352
Home,2711
Electronics,14401
Clothing,6814
Clothing,11142
Health,11937
Clothing,10720
Books,11819
Electronics,14442
Beauty,9925
Electronics,11131
Electronics,12581
Electronics,3315
Food,14852
Electronics,11862
Clothing,1771
Beauty,5899
Food,11602
Clothing,14022
Clothing,8951
Home,12511
Health,12509
Electronics,8102
Food,4742
Books,17108
Electronics,4391
Clothing,7748
Clothing,17565
Clothing,3843
Food,11031
Books,8659
Electronics,8138
Food,4684
Clothing,7430
Electronics,11949
Clothing,2515
Beauty,10994
Health,6691
Books,6512
Clothing,3819
Food,2730
Food,2048
Books,17567
Books,17749
Food,5756
Books,18460
Books,11592
Books,3655
Home,14182
Food,4135
Clothing,16611
Electronics,11252
Books,8563
Books,10147
Clothing,7363
Clothing,6494
Health,13702
Electronics,16339
Food,7254
Electronics,15110
Food,12801
Clothing,12081
Electronics,11879
Books,3957
Clothing,3520
Food,19119
Clothing,5990
Home,9513
Clothing,14256
Books,13481
Beauty,16081
Electronics,15487
Home,17904
Food,2708
Electronics,15724
Electronics,12070
Electronics,8337
Food,3390
Electronics,17346
Home,16563
Food,16124
Books,14486
Electronics,14399
Electronics,4413
Clothing,13541
Books,8386
Beauty,15465
Food,13356
Beauty,13272
Electronics,17475
Clothing,9323
Books,7999
Food,6865
Electronics,9321
Electronics,13224
Food,15774
Clothing,9315
Clothing,4911
Clothing,3890
Health,11881
Beauty,13237
Electronics,9166
Food,1684
Food,13348
Books,14479
Clothing,15014
Beauty,10330
Food,7968
Clothing,12499
Electronics,10800
Food,11025
Electronics,18889
Books,11699
Food,8076
Books,8493
Clothing,8175
Home,10466
Clothing,8682
Food,11361
Books,17660
Food,16512
Electronics,5012
Health,4117
Clothing,7745
Electronics,14565
Electronics,1975
Health,6258
Electronics,6724
Health,6899
Clothing,2766
Books,3821
Electronics,10156
Books,4325
Electronics,5741
Clothing,3126
Electronics,4456
Clothing,10840
Food,2020
Clothing,19079
Health,8300
Home,12431
Health,2589
Clothing,3616
Books,1981
Clothing,1856
Books,2521
Electronics,9305
Books,13914
Clothing,5766
Clothing,9339
Clothing,11783
Electronics,11516
Beauty,13447
Beauty,10915
Home,14722
Electronics,12208
Clothing,9557
Electronics,13556
Electronics,9973
Electronics,9153
Food,9042
Books,10890
Clothing,8075
Beauty,13698
Home,4685
Health,6246
Electronics,7113
Electronics,5365
Clothing,10495
Electronics,8730
Home,11670
Electronics,9175
Beauty,13068
Books,14973
Clothing,11771
Electronics,8928
Electronics,17259
Food,18290
Health,6050
Home,11577
Books,10950
Electronics,5435
Clothing,5437
Clothing,10123
Electronics,14786
Beauty,9490
Health,5556
Electronics,5735
Food,1900
Books,4574
Books,15406
Clothing,6160
Food,8697
Clothing,7242
Food,9504
Food,9067
Clothing,7848
Books,13667
Electronics,4765
Books,15702
Electronics,13182
Electronics,12358
Clothing,11356
Books,9867
Clothing,13590
Electronics,2777
Clothing,13566
Books,1844
Electronics,4278
Food,11682
Health,3559
Electronics,3812
Clothing,15256
Books,1807
Electronics,2240
Electronics,12772
Clothing,7461
Electronics,3724
Clothing,15092
Books,9354
Electronics,2110
Clothing,7077
Clothing,4819
Clothing,7914
Electronics,10253
Electronics,6562
Books,11659
Food,7003
Beauty,15746
Food,7778
Electronics,3466
Electronics,11051
Clothing,1621
Food,15407
Clothing,15112
Food,14255
Clothing,15922
Electronics,13264
Electronics,15152
Electronics,8161
Electronics,12857
Electronics,10067
Books,11749
Clothing,7344
Home,13186
Health,2478
Books,8786
Books,15097
Home,12760
Food,12177
Clothing,16669
Food,3026
Books,11634
Books,16325
Electronics,10194
Clothing,7521
Books,13956
Books,13300
Clothing,3969
Books,4235
Food,18401
Clothing,7390
Home,5971
Books,6782
Clothing,8755
Books,2634
Health,7191
Home,9811
Clothing,7599
Electronics,10993
Clothing,3064
Clothing,4866
Books,13081
Clothing,6973
Food,13085
Electronics,7780
Electronics,18486
Beauty,13718
Health,9634
Food,11205
Electronics,13604
Clothing,15316
Electronics,10398
Clothing,9823
Clothing,12359
Electronics,7999
Clothing,4534
Electronics,17284
Electronics,13249
Clothing,3575
Clothing,13731
Electronics,7182
Electronics,11256
Home,11406
Clothing,13852
Electronics,15491
Home,14203
Health,21053
Food,14778
Books,9736
Clothing,6756
Books,7652
Clothing,18014
Clothing,13109
Health,6784
Clothing,1784
Books,9915
Beauty,5612
Food,6962
Health,2988
Books,3528
Electronics,14202
Electronics,10048
Electronics,15645
Food,3923
Electronics,13843
Books,13998
Books,19765
Health,13052
Beauty,6157
Home,11067
Home,4817
Health,6663
Electronics,9361
Food,14599
Electronics,8277
Books,16932
Books,2449
Food,12220
Books,9606
Books,17699
Electronics,14173
Clothing,14703
Food,16088
Books,19451
Books,6059
Electronics,7157
Food,6895
Clothing,11755
Books,2874
Electronics,13764
Electronics,3473
Clothing,12904
Electronics,19292
Health,13218
Electronics,6801
Electronics,11051
Electronics,17334
Clothing,19592
Electronics,4371
Health,17035
Electronics,16639
Electronics,6529
Electronics,16005
Clothing,7181
Clothing,13972
Electronics,10773
Electronics,10429
Health,16450
Electronics,10393
Electronics,4008
Electronics,8563
Beauty,2182
Electronics,16755
Books,10679
Clothing,5235
Electronics,6353
Food,5856
Books,8007
Food,8195
Health,16148
Home,13515
Food,16152
Clothing,6290
Clothing,17137
Clothing,4594
Books,6468
Electronics,3709
Health,6154
Home,18760
Electronics,3115
Clothing,12277
Electronics,12826
Clothing,12427
Electronics,3249
Electronics,13831
Electronics,6903
Beauty,2624
Clothing,4037
Beauty,13480
Books,10772
Electronics,6970
Food,7810
Books,3392
Health,9189
Clothing,6252
Books,9112
Electronics,8514
Beauty,18238
Clothing,6582
Beauty,15823
Electronics,3964
Clothing,7587
Clothing,12752
Clothing,11627
Home,8104
Electronics,7347
Electronics,5196
Books,11144
Books,9912
Electronics,2776
Electronics,17405
Electronics,9777
Clothing,16318
Clothing,11326
Electronics,3371
Beauty,11516
Beauty,11059
Health,11638
Electronics,19709
Health,18230
Food,9346
Clothing,18741
Home,3273
Books,10125
Health,8056
Health,6699
Food,14494
Electronics,9520
Electronics,5826
Clothing,21725
Beauty,6586
Books,11608
Electronics,2808
Food,3415
Electronics,6899
Electronics,2237
Electronics,9020
Books,12359
Clothing,6798
Health,10701
Clothing,4180
Electronics,12817
Books,10215
Electronics,10296
Electronics,12049
Electronics,5773
Clothing,12349
Home,12571
Beauty,10273
Books,5706
Books,10375
Clothing,8873
Clothing,9774
Clothing,2304
Electronics,7434
Clothing,16850
Home,9161
Food,9282
Food,13227
Clothing,6156
Beauty,4306
Home,1511
Health,4885
Electronics,11518
Health,17190
Books,7342
Home,4750
Clothing,7815
Home,8846
Clothing,6886
Beauty,9554
Electronics,12527
Electronics,3948
Books,12090
Electronics,1878
Electronics,12681
Clothing,2240
Food,2277
Beauty,5590
Electronics,8986
Electronics,16201
Food,12633
Electronics,13252
Clothing,3308
Food,9311
Books,7826
Food,7138
Electronics,10545
Beauty,6234
Health,11297
Food,2871
Food,9778
Clothing,9484
Electronics,19076
Electronics,2212
Electronics,10685
Food,14708
Clothing,10096
Health,14931
Clothing,9725
Electronics,12841
Home,6721
Electronics,10267
Electronics,10893
Electronics,6950
Electronics,19152
Electronics,7475
Clothing,18632
Home,13395
Electronics,7011
Home,2745
Health,4203
Books,16255
Food,15898
Food,10406
Food,15559
Electronics,18646
Books,19858
Food,9544
Food,9330
Electronics,5070
Books,13737
Electronics,8410
Clothing,7655
Beauty,12146
Electronics,5469
Food,8191
Clothing,6635
Electronics,8583
Electronics,10812
Clothing,2965
Clothing,16276
Electronics,20517
Health,8497
Food,12904
Clothing,9904
Electronics,19665
Health,15124
Beauty,12685
Food,9490
Electronics,4928
Electronics,9449
Electronics,4445
Electronics,15895
Clothing,2186
Health,16240
Electronics,15191
Electronics,6295
Electronics,6411
Food,2518
Clothing,3529
Beauty,3677
Electronics,11252
Clothing,11889
Books,10863
Beauty,7953
Health,4831
Electronics,9256
Home,13497
Electronics,3810
Food,6557
Electronics,11255
Electronics,18050
Clothing,10886
Home,12211
Electronics,13300
Beauty,3626
Clothing,9285
Electronics,12321
Food,9202
Electronics,10890
Food,6242
Electronics,17257
Beauty,13318
Electronics,2044
Electronics,5146
Health,15025
Health,2009
Books,18774
Electronics,10700
Food,10518
Food,2722
Food,8092
Electronics,3907
Beauty,6340
Home,15447
Clothing,2804
Health,13160
Clothing,8764
Home,16518
Books,3435
Books,7668
Electronics,11869
Clothing,2132
Electronics,9788
Clothing,2990
Home,7408
Electronics,17742
Home,15036
Clothing,13034
Clothing,12419
Clothing,9331
Beauty,6577
Electronics,4410
Electronics,17460
Books,3382
Health,19309
Books,8056
Clothing,7887
Beauty,6978
Electronics,3632
Electronics,9660
Electronics,14617
Clothing,18848
Electronics,14887
Electronics,18199
Health,6399
Electronics,14634
Electronics,10228
Electronics,17680
Books,14138
Clothing,20992
Electronics,11557
Electronics,12319
Beauty,3276
Electronics,6057
Clothing,8648
Books,7026
Books,21361
Books,12570
Electronics,13264
Electronics,11582
Electronics,2337
Electronics,8116
Beauty,12486
Home,19182
Electronics,14970
Clothing,3358
Books,8362
Books,7534
Clothing,6036
Electronics,11481
Clothing,15841
Health,4923
